,userId,movieId,rating,timestamp
0,196,242,3,04/12/1997 15:55
1,186,302,3,04/04/1998 19:22
2,22,377,1,07/11/1997 07:18
3,244,51,2,27/11/1997 05:02
4,166,346,1,02/02/1998 05:33
5,298,474,4,07/01/1998 14:20
6,115,265,2,03/12/1997 17:51
7,253,465,5,03/04/1998 18:34
8,305,451,3,01/02/1998 09:20
9,6,86,3,31/12/1997 21:16
10,62,257,2,12/11/1997 22:07
11,286,1014,5,17/11/1997 15:38
12,200,222,5,05/10/1997 09:05
13,210,40,3,27/03/1998 21:59
14,224,29,3,21/02/1998 23:40
15,303,785,3,14/11/1997 05:28
16,122,387,5,11/11/1997 17:47
17,194,274,2,14/11/1997 20:36
18,291,1042,4,21/09/1997 09:42
19,234,1184,2,08/04/1998 23:47
20,119,392,4,30/01/1998 16:13
21,167,486,4,16/04/1998 14:54
22,299,144,4,26/10/1997 15:55
23,291,118,2,21/09/1997 09:24
24,308,1,4,17/02/1998 17:28
25,95,546,2,10/11/1997 21:16
26,38,95,5,13/04/1998 01:14
27,102,768,2,02/01/1998 13:40
28,63,277,4,01/10/1997 23:10
29,160,234,5,14/10/1997 20:33
30,50,246,3,17/10/1997 01:38
31,301,98,4,14/12/1997 05:03
32,225,193,4,14/11/1997 20:35
33,290,88,4,28/11/1997 15:46
34,97,194,3,08/01/1998 05:54
35,157,274,4,07/02/1998 22:33
36,181,1081,1,08/11/1997 04:17
37,278,603,5,30/03/1998 22:02
38,276,796,1,20/09/1997 21:45
39,7,32,4,31/03/1998 13:28
40,10,16,4,26/10/1997 18:01
41,284,304,4,20/01/1998 20:48
42,201,979,2,06/01/1998 19:17
43,276,564,3,20/09/1997 21:43
44,287,327,5,27/09/1997 04:18
45,246,201,5,16/01/1998 03:33
46,242,1137,5,17/11/1997 04:33
47,249,241,5,16/11/1997 00:46
48,99,4,5,03/02/1998 15:18
49,178,332,3,22/12/1997 20:43
50,251,100,4,31/01/1998 18:38
51,81,432,2,11/10/1997 01:58
52,260,322,4,23/03/1998 02:08
53,25,181,5,26/01/1998 22:23
54,59,196,5,23/02/1998 03:38
55,72,679,2,20/11/1997 14:46
56,87,384,4,18/11/1997 18:18
57,290,143,5,25/11/1997 16:11
58,42,423,5,03/12/1997 00:08
59,292,515,4,02/12/1997 23:06
60,115,20,3,03/12/1997 17:43
61,20,288,1,16/11/1997 08:06
62,201,219,4,06/01/1998 18:51
63,13,526,3,14/12/1997 23:10
64,246,919,4,16/01/1998 03:22
65,138,26,5,08/11/1997 21:23
66,167,232,1,16/04/1998 14:52
67,60,427,5,28/12/1997 16:30
68,57,304,5,01/01/1998 23:49
69,223,274,4,02/04/1998 20:48
70,189,512,4,22/04/1998 20:41
71,243,15,3,20/11/1997 00:57
72,92,1049,1,18/03/1998 20:10
73,246,416,3,16/01/1998 03:57
74,194,165,4,14/11/1997 22:32
75,241,690,2,12/02/1998 02:11
76,178,248,4,22/12/1997 20:52
77,254,1444,3,03/02/1998 03:12
78,293,5,3,03/03/1998 06:29
79,127,229,5,09/01/1998 16:54
80,225,237,5,14/11/1997 20:34
81,299,229,3,30/10/1997 06:20
82,225,480,5,14/11/1997 20:52
83,276,54,3,20/09/1997 21:30
84,291,144,5,21/09/1997 09:44
85,222,366,4,30/10/1997 03:49
86,267,518,5,08/11/1997 06:49
87,42,403,3,03/12/1997 00:24
88,11,111,4,06/04/1998 23:04
